pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
Karyawan_Tetap,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Lunas,6.0,4874904.0,23,3,Ya,Merk_I,Ya,Ya,2.0,Tidak Pernah,Cukup,9.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,False,Lunas,7.0,269348771.0,44,6,Ya,Merk_F,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,13.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Bisnis/Usaha,Rumah,Berwujud,0.0,Kuat,False,Lunas,4.0,5455772.0,22,7,Tidak,Merk_A,Ya,Tidak,0.0,Tidak Pernah,Meragukan,6.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,True,Belum Lunas,8.0,42548527.0,114,6,Tidak,Merk_F,Tidak,Tidak,2.0,Pernah,Meragukan,16.0,Pribadi,1.0,0.0,tidak layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Lunas,10.0,567187.0,24,1,Tidak,Merk_E,Tidak,Ya,1.0,Tidak Pernah,Resiko Tinggi,8.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Lunas,6.0,601863448.0,23,10,Ya,Merk_B,Tidak,Tidak,1.0,Pernah,Sangat Kuat,9.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,False,Lunas,1.0,1119192.0,18,1,Ya,Merk_E,Ya,Ya,-1.0,Tidak Pernah,Cukup,19.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,9.0,907281.0,38,9,Ya,Merk_A,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,16.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Lunas,1.0,9804196.0,49,9,Ya,Merk_B,Tidak,Ya,2.0,Tidak Pernah,Sangat Lemah,8.0,Non-Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Kesehatan,Kendaraan,Berwujud,0.0,Lemah,True,Lunas,4.0,4169284.0,21,1,Tidak,Merk_K,Tidak,Tidak,1.0,Tidak Pernah,Resiko Tinggi,18.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,6.0,21225552.0,12,2,Ya,Merk_J,Tidak,Tidak,0.0,Tidak Pernah,Kuat,16.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,26024180.0,6,4,Tidak,Merk_D,Ya,Tidak,-1.0,Pernah,Sangat Lemah,19.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Tanah,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,8.0,572881.0,7,1,Tidak,Merk_D,Ya,Ya,0.0,Pernah,Meragukan,8.0,Non-Pribadi,1.0,1.0,layak
Notaris,Kesehatan,Surat Berharga,Tak berwujud,0.0,Kuat,True,Lunas,4.0,8977513.0,11,2,Tidak,Merk_J,Tidak,Ya,0.0,Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,10.0,4733180.0,24,2,Tidak,Merk_J,Ya,Ya,1.0,Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,2.0,597864.0,74,10,Ya,Merk_G,Ya,Tidak,1.0,Pernah,Kuat,15.0,Pribadi,1.0,0.0,tidak layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,True,Lunas,4.0,647753.0,27,3,Ya,Merk_B,Tidak,Tidak,0.0,Tidak Pernah,Meragukan,4.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Kuat,True,Lunas,8.0,463856482.0,38,1,Ya,Merk_H,Tidak,Ya,-1.0,Tidak Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Tidak_Bekerja,Pendidikan,Tanah,Berwujud,0.0,Kuat,False,Belum Lunas,1.0,791476.0,39,1,Ya,Merk_I,Ya,Ya,2.0,Pernah,Sangat Kuat,7.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,5.0,252109.0,17,1,Ya,Merk_J,Tidak,Tidak,-1.0,Pernah,Lemah,12.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Tempat Tinggal,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Lunas,1.0,36176427.0,71,15,Ya,Merk_F,Tidak,Ya,-1.0,Tidak Pernah,Sangat Kuat,4.0,Non-Pribadi,1.0,0.0,tidak layak
Pegawai_Toko,Kesehatan,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,False,Belum Lunas,3.0,9019356.0,18,1,Ya,Merk_K,Ya,Ya,-1.0,Tidak Pernah,Sangat Kuat,15.0,Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,8.0,464104873.0,59,4,Ya,Merk_A,Tidak,Ya,0.0,Pernah,Sangat Kuat,10.0,Pribadi,1.0,0.0,tidak layak
Supervisor/asisten_manager,Kesehatan,Surat Berharga,Tak berwujud,0.0,Cukup,True,Lunas,7.0,14083698.0,9,2,Ya,Merk_K,Ya,Tidak,-1.0,Pernah,Sangat Lemah,6.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Gaya Hidup,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,3.0,134673348.0,23,4,Tidak,Merk_D,Tidak,Ya,-1.0,Pernah,Kuat,10.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Cukup,False,Belum Lunas,8.0,9624285.0,32,3,Tidak,Merk_C,Tidak,Ya,0.0,Tidak Pernah,Kuat,11.0,Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Cukup,True,Belum Lunas,5.0,675164779.0,39,5,Tidak,Merk_F,Tidak,Tidak,2.0,Tidak Pernah,Sangat Lemah,17.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Cukup,False,Belum Lunas,4.0,275198249.0,23,10,Tidak,Merk_B,Tidak,Tidak,2.0,Pernah,Sangat Kuat,5.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,False,Lunas,3.0,242307782.0,15,2,Ya,Merk_K,Tidak,Tidak,0.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Kesehatan,Surat Berharga,Tak berwujud,0.0,Lemah,False,Lunas,1.0,916408.0,14,2,Ya,Merk_K,Ya,Tidak,0.0,Tidak Pernah,Meragukan,0.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,10.0,373919125.0,12,1,Ya,Merk_I,Tidak,Tidak,0.0,Pernah,Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Belum Lunas,9.0,86377414.0,9,5,Tidak,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Lemah,17.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,2.0,7557349.0,42,2,Ya,Merk_H,Ya,Tidak,-1.0,Pernah,Sangat Kuat,9.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Lemah,True,Lunas,4.0,694688249.0,7,3,Tidak,Merk_E,Tidak,Tidak,1.0,Tidak Pernah,Sangat Lemah,16.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,3.0,34860180.0,13,4,Ya,Merk_D,Ya,Ya,1.0,Pernah,Sangat Kuat,2.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,8.0,96546795.0,66,16,Ya,Merk_G,Tidak,Ya,1.0,Tidak Pernah,Sangat Lemah,2.0,Non-Pribadi,1.0,0.0,tidak layak
TNI/Polri,Pendidikan,Kendaraan,Berwujud,0.0,Kuat,True,Lunas,8.0,938225615.0,16,3,Tidak,Merk_H,Tidak,Ya,2.0,Tidak Pernah,Sangat Kuat,6.0,Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,10.0,302181.0,18,2,Tidak,Merk_J,Ya,Ya,0.0,Tidak Pernah,Kuat,16.0,Non-Pribadi,1.0,1.0,layak
Notaris,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,False,Belum Lunas,9.0,416544368.0,36,3,Tidak,Merk_H,Tidak,Ya,-1.0,Tidak Pernah,Lemah,5.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Kesehatan,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,2.0,274977.0,8,1,Tidak,Merk_K,Ya,Ya,-1.0,Tidak Pernah,Sangat Kuat,11.0,Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,9.0,77110373.0,21,2,Tidak,Merk_I,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Cukup,False,Belum Lunas,2.0,16322435.0,22,2,Ya,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Meragukan,16.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Rumah,Berwujud,0.0,Cukup,False,Belum Lunas,1.0,270115.0,110,10,Tidak,Merk_G,Ya,Tidak,1.0,Pernah,Cukup,12.0,Non-Pribadi,1.0,0.0,tidak layak
Direktur_Utama_/_Presiden_Komisaris,Bisnis/Usaha,Bangunan,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,4.0,21461349.0,46,10,Ya,Merk_B,Ya,Tidak,0.0,Pernah,Meragukan,13.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Tempat Tinggal,Bangunan,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,10.0,401257.0,112,20,Ya,Merk_G,Tidak,Ya,2.0,Tidak Pernah,Sangat Lemah,2.0,Non-Pribadi,1.0,0.0,tidak layak
Pensiunan,Kesehatan,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Belum Lunas,7.0,543625.0,20,2,Ya,Merk_K,Ya,Tidak,0.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Kuat,False,Lunas,4.0,30376393.0,36,4,Tidak,Merk_C,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,1.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Rumah,Berwujud,0.0,Sangat Kuat,False,Lunas,4.0,87382527.0,38,3,Ya,Merk_I,Ya,Tidak,-1.0,Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Pelajar,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,2.0,934110906.0,28,4,Tidak,Merk_A,Tidak,Ya,-1.0,Tidak Pernah,Sangat Lemah,5.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Gaya Hidup,Kendaraan,Berwujud,0.0,Cukup,False,Belum Lunas,3.0,604531.0,22,4,Tidak,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Kuat,9.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Pendidikan,Kendaraan,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,10.0,819759.0,33,3,Ya,Merk_I,Ya,Ya,0.0,Pernah,Kuat,10.0,Non-Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Lunas,5.0,70302971.0,47,5,Ya,Merk_C,Tidak,Ya,2.0,Pernah,Sangat Lemah,1.0,Non-Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,6.0,167297167.0,54,3,Tidak,Merk_B,Tidak,Tidak,2.0,Pernah,Cukup,5.0,Pribadi,1.0,0.0,tidak layak
Pensiunan,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,8.0,9848864.0,48,1,Ya,Merk_I,Tidak,Tidak,0.0,Pernah,Kuat,7.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,8.0,761859816.0,39,1,Tidak,Merk_H,Ya,Tidak,0.0,Tidak Pernah,Cukup,5.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,7.0,68947132.0,21,2,Tidak,Merk_C,Tidak,Tidak,-1.0,Pernah,Sangat Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Dokter,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Meragukan,False,Lunas,10.0,82521278.0,29,18,Ya,Merk_G,Tidak,Tidak,1.0,Pernah,Sangat Lemah,18.0,Pribadi,1.0,1.0,layak
Karyawan_Tetap,Gaya Hidup,Tanah,Berwujud,0.0,Resiko Tinggi,False,Lunas,4.0,58600021.0,15,3,Ya,Merk_D,Tidak,Tidak,-1.0,Pernah,Meragukan,14.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Pendidikan,Bangunan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,5.0,360911.0,18,2,Ya,Merk_I,Ya,Ya,2.0,Pernah,Sangat Kuat,17.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Tempat Tinggal,Kendaraan,Berwujud,0.0,Sangat Kuat,False,Lunas,7.0,334158.0,112,15,Tidak,Merk_G,Tidak,Ya,0.0,Pernah,Meragukan,17.0,Non-Pribadi,1.0,0.0,tidak layak
Pekerjaan_Profesional_Lainnya,Tempat Tinggal,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,False,Lunas,10.0,17993054.0,37,6,Ya,Merk_G,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,8.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Tempat Tinggal,Rekening Tabungan dan Deposito,Berwujud,0.0,Cukup,True,Lunas,7.0,8740900.0,39,16,Ya,Merk_F,Tidak,Tidak,2.0,Pernah,Meragukan,15.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Pendidikan,Kendaraan,Berwujud,0.0,Sangat Lemah,False,Lunas,4.0,73672493.0,32,2,Tidak,Merk_H,Ya,Ya,-1.0,Tidak Pernah,Sangat Kuat,11.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Tempat Tinggal,Tanah,Berwujud,0.0,Lemah,False,Belum Lunas,3.0,42123443.0,62,6,Tidak,Merk_G,Ya,Tidak,-1.0,Tidak Pernah,Sangat Kuat,17.0,Non-Pribadi,1.0,0.0,tidak layak
Notaris,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Lunas,5.0,200894366.0,17,6,Ya,Merk_A,Ya,Ya,2.0,Pernah,Lemah,6.0,Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,8.0,3836946.0,17,2,Ya,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Lemah,1.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Tempat Tinggal,Bangunan,Berwujud,0.0,Sangat Lemah,False,Belum Lunas,5.0,1527839.0,81,20,Tidak,Merk_G,Tidak,Tidak,1.0,Pernah,Meragukan,0.0,Pribadi,1.0,0.0,tidak layak
Tidak_Bekerja,Pendidikan,Bangunan,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,6.0,151825358.0,27,2,Tidak,Merk_H,Ya,Ya,2.0,Pernah,Sangat Kuat,6.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,True,Lunas,8.0,624695.0,16,1,Tidak,Merk_J,Ya,Ya,2.0,Pernah,Kuat,18.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Bangunan,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,10.0,238625.0,7,2,Tidak,Merk_D,Ya,Tidak,2.0,Pernah,Lemah,19.0,Pribadi,1.0,1.0,layak
Pensiunan,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Lunas,10.0,4932315.0,15,2,Tidak,Merk_H,Tidak,Tidak,0.0,Pernah,Sangat Lemah,6.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Kesehatan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Lunas,10.0,1562230.0,18,1,Ya,Merk_J,Ya,Ya,0.0,Tidak Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Bisnis/Usaha,Tanah,Berwujud,0.0,Lemah,False,Lunas,9.0,537598.0,50,5,Ya,Merk_C,Tidak,Ya,2.0,Tidak Pernah,Meragukan,8.0,Non-Pribadi,1.0,1.0,layak
Notaris,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,True,Lunas,6.0,201963.0,59,3,Ya,Merk_C,Ya,Tidak,1.0,Pernah,Sangat Kuat,16.0,Non-Pribadi,1.0,0.0,tidak layak
Pekerjaan_Profesional_Lainnya,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,False,Belum Lunas,6.0,4073082.0,32,8,Tidak,Merk_G,Ya,Tidak,-1.0,Pernah,Cukup,14.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,4.0,824155.0,97,18,Ya,Merk_G,Ya,Ya,0.0,Tidak Pernah,Lemah,14.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,True,Lunas,5.0,429590.0,6,1,Tidak,Merk_J,Tidak,Ya,0.0,Pernah,Kuat,19.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Lemah,False,Lunas,4.0,51539655.0,21,4,Ya,Merk_D,Tidak,Tidak,-1.0,Pernah,Cukup,4.0,Non-Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Kesehatan,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Belum Lunas,7.0,363282876.0,19,2,Tidak,Merk_J,Tidak,Tidak,2.0,Pernah,Resiko Tinggi,19.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Kendaraan,Berwujud,0.0,Resiko Tinggi,False,Lunas,4.0,10367987.0,24,1,Ya,Merk_K,Ya,Ya,-1.0,Pernah,Meragukan,14.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Bisnis/Usaha,Bangunan,Berwujud,0.0,Cukup,True,Belum Lunas,8.0,38665977.0,21,8,Ya,Merk_B,Ya,Ya,1.0,Tidak Pernah,Cukup,10.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Kesehatan,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,8.0,8278580.0,14,1,Ya,Merk_J,Ya,Ya,0.0,Tidak Pernah,Lemah,6.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Tempat Tinggal,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,10.0,36193868.0,65,10,Ya,Merk_F,Tidak,Ya,0.0,Tidak Pernah,Sangat Kuat,9.0,Non-Pribadi,1.0,0.0,tidak layak
Akuntan/Akuntan_Publik/Auditor,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Belum Lunas,6.0,791435.0,9,2,Tidak,Merk_K,Ya,Tidak,0.0,Pernah,Sangat Kuat,10.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,False,Lunas,5.0,371992570.0,13,2,Tidak,Merk_D,Ya,Tidak,-1.0,Tidak Pernah,Resiko Tinggi,6.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,False,Lunas,2.0,1788363.0,49,4,Ya,Merk_B,Ya,Tidak,1.0,Pernah,Lemah,20.0,Pribadi,1.0,1.0,layak
Pegawai_Toko,Pendidikan,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,False,Lunas,9.0,5893770.0,34,3,Ya,Merk_H,Ya,Ya,-1.0,Pernah,Kuat,15.0,Non-Pribadi,1.0,1.0,layak
Pelajar,Kesehatan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Lunas,6.0,195393498.0,10,1,Tidak,Merk_J,Tidak,Tidak,0.0,Tidak Pernah,Cukup,8.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Kesehatan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Belum Lunas,3.0,48685982.0,12,1,Ya,Merk_J,Ya,Ya,2.0,Tidak Pernah,Sangat Kuat,14.0,Non-Pribadi,1.0,1.0,layak
Pekerjaan_Bangunan/Pabrik/Tambang/Operator_Mesin/Teknisi/Montir,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,10.0,389069463.0,12,5,Ya,Merk_A,Tidak,Tidak,-1.0,Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,6.0,63918033.0,9,5,Ya,Merk_D,Tidak,Tidak,-1.0,Pernah,Meragukan,17.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Lunas,5.0,944330.0,45,2,Tidak,Merk_H,Tidak,Tidak,2.0,Tidak Pernah,Cukup,6.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Bangunan,Berwujud,0.0,Kuat,True,Lunas,2.0,322734.0,47,1,Ya,Merk_I,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,8.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Lunas,5.0,5267783.0,90,12,Tidak,Merk_G,Tidak,Tidak,1.0,Pernah,Resiko Tinggi,0.0,Non-Pribadi,1.0,0.0,tidak layak
Ibu_Rumah_Tangga,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,10.0,353170950.0,113,6,Tidak,Merk_G,Ya,Ya,1.0,Pernah,Cukup,8.0,Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Tempat Tinggal,Tanah,Berwujud,0.0,Meragukan,True,Lunas,6.0,78480626.0,94,19,Ya,Merk_G,Tidak,Tidak,2.0,Pernah,Lemah,19.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Meragukan,False,Belum Lunas,2.0,623605424.0,13,1,Ya,Merk_I,Ya,Ya,1.0,Tidak Pernah,Sangat Lemah,5.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Kendaraan,Berwujud,0.0,Cukup,True,Belum Lunas,8.0,1623916.0,27,8,Ya,Merk_B,Ya,Ya,1.0,Pernah,Cukup,10.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Bisnis/Usaha,Tanah,Berwujud,0.0,Sangat Lemah,False,Lunas,1.0,2288872.0,40,9,Tidak,Merk_A,Ya,Tidak,2.0,Pernah,Lemah,10.0,Non-Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Gaya Hidup,Kendaraan,Berwujud,0.0,Kuat,True,Lunas,9.0,225700.0,14,4,Ya,Merk_D,Ya,Tidak,0.0,Tidak Pernah,Sangat Kuat,17.0,Non-Pribadi,1.0,1.0,layak
Pensiunan,Bisnis/Usaha,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Lunas,4.0,870507.0,29,2,Ya,Merk_A,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,1.0,Pribadi,1.0,1.0,layak
